Sale_ID,T00001,T00002,T00003,T00004,T00005
Sale_ID,T00481,T00482,T00483,T00484,T00485
Sale_Date,45545,45513,45648,45314,45541
Customer_ID,C0070,C0112,C0004,C0094,C0075
Product_ID,P0039,P0035,P0003,P0050,P0037
Product_Category,Clothing,Home,Toys,Toys,Electronics
Store_ID,S005,S010,S001,S009,S001
Region,North,North,South,North,South
Quantity_Sold,5,7,4,3,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,UPI,Net Banking,Net Banking,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,1404.13,802.36,601.77,200.59
Sale_ID,T00486,T00487,T00488,T00489,T00490
Sale_Date,45301,45537,45616,45391,45581
Customer_ID,C0190,C0062,C0094,C0095,C0152
Product_ID,P0044,P0044,P0030,P0038,P0034
Product_Category,Grocery,Grocery,Toys,Home,Clothing
Store_ID,S008,S009,S009,S001,S002
Region,North,East,East,South,North
Quantity_Sold,8,3,2,4,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,UPI,Cash,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1604.72,601.77,401.18,802.36,601.77
Sale_ID,T00491,T00492,T00493,T00494,T00495
Sale_Date,45471,45514,45541,45438,45387
Customer_ID,C0055,C0137,C0131,C0031,C0040
Product_ID,P0012,P0019,P0037,P0044,P0049
Product_Category,Home,Clothing,Toys,Clothing,Grocery
Store_ID,S001,S010,S002,S010,S008
Region,West,North,East,East,North
Quantity_Sold,1,3,2,8,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,Cash,Net Banking,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,200.59,601.77,401.18,1604.72,1203.54
Sale_ID,T00496,T00497,T00498,T00499,T00500
Sale_Date,45548,45616,45295,45307,45571
Customer_ID,C0036,C0152,C0006,C0066,C0075
Product_ID,P0017,P0010,P0049,P0047,P0012
Product_Category,Electronics,Electronics,Toys,Grocery,Home
Store_ID,S005,S007,S002,S008,S006
Region,North,West,West,North,North
Quantity_Sold,9,8,3,5,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Credit Card,Net Banking,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,1604.72,601.77,1002.95,1404.13
